ts	src	dst	type	ser	irt	seq	expected	data
78547	6002	6001	DAT	455	474	255	352	x'0229ba09517413a2084401000000ffff'
78578	6001	6002	DAT	475	455	352	256	x'022aba095104a200000000ffff'
78593	6002	6001	ACK	456	475	256	353	x''
78640	6001	6002	DAT	476	0	353	256	x'0249de424802000000ffff'
78672	6002	6001	DAT	457	476	256	354	x'42527407aae81644d12d88221005000000ffff'
78687	6001	6002	DAT	477	457	354	257	x'02e9b90351740ba2084401000000ffff'
78687	6002	6001	ACK	458	477	257	355	x''
78750	6001	6002	DAT	478	0	355	257	x'0229ba8d5004000000ffff'
78765	6002	6001	DAT	459	478	257	356	x'42527417aae83644d16d88a2dba88aee016900000000ffff'
78765	6001	6002	DAT	479	459	356	258	x'cc99310e80201443efc1c4c4e4c4c4c4641451110dd7f72e6ac2d4c1ae9d985ff3f3e96fbb9e13e8d9d4f46c3f7a76861918aada5c573ed709188ada7e297cbf2cc090d5feaaccffaa0c0c49cd3324ee19566018d5fce7c8fde7060c51ed1e8bfc1edb8121a8e51381e7130518bc5a5ee7795e7700c3a0965f0f3cbfaec0e0d4fa1cc7fb9c1318ac5abf6979bf79018351ebfbcd4fdfff19c3fb7d1f000000ffff'
78797	6002	6001	ACK	460	479	258	357	x''
78797	6001	6002	DAT	480	0	357	258	x'02d1f718c00d44508bd0184201000000ffff'
78828	6002	6001	ACK	461	480	258	358	x''
78843	6001	6002	DAT	481	0	358	258	x'02351041cd46680311000000ffff'
78875	6002	6001	DAT	462	481	258	359	x'0229ba03517407a2e80eaaa2fb401a000000ffff'
78890	6001	6002	DAT	482	462	359	259	x'0229ba0f517407a2084459b233f0002900000000ffff'
78922	6002	6001	ACK	463	482	259	360	x''
78953	6001	6002	DAT	483	0	360	259	x'02a9bd8b500b000000ffff'
78968	6002	6001	ACK	464	483	259	361	x''
79062	6001	6002	DAT	484	0	361	259	x'0271ef21b800000000ffff'
79078	6002	6001	DAT	465	484	259	362	x'0229ba0b517417a2e82eaaa2075045f7208aee4114dd4355f4104803000000ffff'
79109	6001	6002	ACK	485	465	362	260	x''
79156	6001	6002	DAT	486	0	362	260	x'ccdb3d6c8d611407f05784aa6a9aa6699aa6a9aaaaaaaaaab6aadaaafb96882091f8a6beebbbbeebbba8a228aa2d8aa2a8c4601031180c22068341c460906830180c0683c120dcfb9e9bebfc7378d6fff4e64d9efbe4fc4edee19ee4fcc33ffd28cf4fc115fdc1151f822b1283b7fed885d2def9d0de52df7bdef9c7e1b3b4f74f41417b236505edf5f527b2000c556208b118aa0c43481b16e25f08df7b4365981e35bcf9a7611118e6f8dea3f0e1692c863951c3a398619a362cc6f1ccf73ac2876b580c0ba2868e98a1461b9680a14e0c53590c758661aa362c0543bd18aa590cf586a15a1b9681a181cdd0e0362c0743a318aa580c8d86a14a1beac0d024864a16439361a8d4861560686133b4b80d2bc1d02a86292c8656c330451b5681a1cdf79ac3872b580c6d514373cc50a10dabc1d0ee7b1f3b4291e994c3d01e3544ca0a0c93b5610d18ba7c6fdec550642386c3d0153544ca0a0ce5dab0160cddbeb7fa0293a13b6a8894651ad681a1c70fe6a0492c869ea8e1aff16c9236d483a1570c652c865ec350a60debc1d0c766e8731b3680e1be184a590cf70d43a9366c04c3033194b0181e1886126dd80486876298c862786818266ac366303c1643318be1b16128d6862d6078c26678e2366c05c353314c60313c350c13b4a1010ccfc450c4627866188ab4611b185eb0195e'
79156	6001	6002	DAT	487	0	363	260	x'b80ddbc1f0520ce3590c2f0dc3786dd801865762286431bc320c85dab0130cafc5308ec5f0da308cd3865d60782b860216c35bc350a00dbbc1f08ecdf0ce6dd80386f76218cb62786f18c66a432318fac590cf62e8370cf9dab0170c9fd90c9fdd867d60f82286312c862f86618c36ec07c35731e4b118be1a863c6d3800866f6218cd62f86618466bc341307c17432e8be1bb61c8d5864360f8c166f8e1361c06c34f318c6231fc340ca3b4a1090cbfc490c362f8651872b4e1081806d4921906186b1860380a86816218c962186818466ac331300c1243368b619061c8d6866630c48961048b21ce308cd086e360881743168b21de306469430b1812d80c096ec30930248a61388b21d1300cd7869360481243268b21c930646ac3293024b31992dd865630a4b0ad1aa6fc67d5500ca7c1902a860c1643aa61c8d086336048635b5b4d73afad9e0543ba18d2590ce986215d1bdac090c166c8701bce8121936d8d3bd3bdc67d1e0c5962486331641986346db800866c3643b6dbd00e861cb658438e3bd670110cb962486531e41a86546de800431e5b4426cf1d91e90443be1852580cf98621451bbac050c06628701b2e81a1902d3256e88e8c5d0643911892590c458621591bae80a198cd50ec367483a1842d4259e28e505e0543991892580c658621491bae81a19c2d8e5bee8ee3'
79172	6002	6001	ACK	466	487	260	364	x''
79218	6002	6001	DAT	467	0	260	364	x'42e23e02d200000000ffff'
79234	6001	6002	DAT	488	467	364	261	x'5e0743055b2cbac21d8bee0143259ba1d26db801866a310c6331541b8661da70130c3562486031d41886046db80586109b21e436f482a1560c43590cb58661a836dc06c30c31c4b318661886786db80386996218c2629869188668c35d30cc12431c8b61966188d3863e30cc6633cc761bee8161ae1806b318e61a86c1b178ba174e9c4b8afcb700000000ffff02ed1e7f04157e801006000000ffff'
79265	6002	6001	DAT	468	488	261	365	x'02e98159f000a2f701442f4814000000ffff'
79297	6002	6001	DAT	469	0	262	365	x'3286f000000000ffff'
79328	6001	6002	DAT	489	469	365	263	x'326107f38cd9c16a8d213c00000000ffff'
79328	6002	6001	DAT	470	489	263	366	x'42d2f3184803000000ffff'
79359	6001	6002	DAT	490	470	366	264	x'02a97d0ca401000000ffff'
79390	6002	6001	ACK	471	490	264	367	x''
79468	6002	6001	DAT	472	0	264	367	x'42e23e01d200000000ffff'
79484	6001	6002	DAT	491	472	367	265	x'02d14f8034000000ffff'
79515	6002	6001	ACK	473	491	265	368	x''
79531	6001	6002	DAT	492	0	368	265	x'ccdb2d72c25014c57144601804836258038acf0d840d300c4ba4dfa50d34d0b4a46dda462010080402814020100804a2a2d3996bde993bbdf6ec20bf97a8bcff91e318c071f4e5383c96e3e82bc7e1b9aff4020c3d3164590c3dc590750d9760e8b27d96dd7f3e4b315c81a1caf6abaa6affaaba064385ed4aa9625f29dd80a1cc76b557b6aff66ec15062bbea2ed957dd776028b26513453b9bb80743812d5f29d8f9ca100c79b68c286f67440f60c8b1e55c393be77a0483d7214b033dc500696000864c872cd1cc280648344760f8f1c972dfbf074203e4be63309c7db2ecfaac1820bb7e02c3c927cbdf4f8a01f2f7100c4736c3d1364cc0701003cd94e2a018604a3105c35e0c34b39cbd628059ce33187662a09947ed1403cca322306cc54033b5db2a0698dabd8061c366d8d8865730acc54033db5c2b06986dcec0b01203cd7c76a518603e1b836129069a19f35231c08cf90d0c0b36c3c236bc83612e861a8b61ae186aaee1030ca918ea2c865431d45d430286440c0d1643a2181aaee1130cb1189a2c865831345dc31718223643641bbec1108aa1c562081543cb35a46008c4d06631048aa12d865f000000ffff'
79562	6002	6001	DAT	474	492	265	369	x'42e23e05d200000000ffff'
79578	6001	6002	ACK	493	474	369	266	x''
79687	6002	6001	DAT	475	0	266	369	x'42e23e03d200000000ffff'
79687	6001	6002	ACK	494	475	369	267	x''
79781	6002	6001	DAT	476	0	267	369	x'42e23e07d200000000ffff'
79781	6001	6002	ACK	495	476	369	268	x''
79875	6002	6001	DAT	477	0	268	369	x'42e2be00d200000000ffff'
79890	6001	6002	ACK	496	477	369	269	x''
79984	6002	6001	DAT	478	0	269	369	x'42e2be04d200000000ffff'
80000	6001	6002	DAT	497	478	369	270	x'02cdbb3c043110d3314fa1c28f50859f41851fa30a3f870a3f41157e01157e8a2afc124803000000ffff'
80031	6002	6001	ACK	479	497	270	370	x''
80125	6001	6002	DAT	498	0	370	270	x'02093f430803000000ffff'
80156	6002	6001	DAT	480	498	270	371	x'34cec90900000803c1fecbf48875886c7c0d04027b1561bfae6c5b5129f202120a1ae4c7f018d663010000ffff'
80172	6001	6002	ACK	499	480	371	271	x''
80203	6001	6002	DAT	500	0	371	271	x'326107f38cd9c1ee00528f20d46308f504423d8550209500000000ffff'
80218	6002	6001	ACK	481	500	271	372	x''
80297	6001	6002	DAT	501	0	372	271	x'02e97f8ed00f000000ffff'
80312	6002	6001	DAT	482	501	271	373	x'02893e87883e8788822800000000ffff'
80343	6001	6002	DAT	502	482	373	272	x'02ea7f0e91045100000000ffff'
80359	6002	6001	ACK	483	502	272	374	x''
80390	6001	6002	DAT	503	0	374	272	x'0249be404802000000'
80422	6002	6001	DAT	484	503	272	375	x'0289be8088be8088a239f1159006000000ffff'
80422	6001	6002	DAT	504	0	375	272	x'ffff'
80437	6001	6002	DAT	505	484	376	273	x'02d9f90aa2e805441188b26467e0055200000000ffff'
80437	6002	6001	ACK	485	505	273	377	x''
80484	6001	6002	DAT	506	0	377	273	x'02a97d89500b000000ffff'
80515	6002	6001	ACK	486	506	273	378	x''
80593	6001	6002	DAT	507	0	378	273	x'02715f21b800000000ffff'
80609	6002	6001	ACK	487	507	273	379	x''
80687	6001	6002	DAT	508	0	379	273	x'02715f23b800000000ffff'
80718	6002	6001	DAT	488	508	273	380	x'02297a0951f412a2e825aaa2d75045af208a5e4114bd4255f406aae835aaf05b200d000000ffff'
80734	6001	6002	ACK	509	488	380	274	x''
80797	6001	6002	DAT	510	0	380	274	x'0299f41a4abf81d26f2126bf8698fc1242bd825050b50c6f104600000000ffff'
80812	6002	6001	DAT	489	510	274	381	x'0209bf81e87d03d1fb1a42bd4155fb0e4803000000ffff'
80843	6001	6002	DAT	511	489	381	275	x'02697907d1f206a2084401000000ffff'
80875	6002	6001	ACK	490	511	275	382	x''
80937	6001	6002	DAT	512	0	382	275	x'02297a8b5004000000ffff'
80937	6002	6001	DAT	491	512	275	383	x'42e2be876a7d0bd1fa16a2074401000000ffff'
80968	6001	6002	DAT	513	491	383	276	x'02297a0f51f416a2084401000000ffff'
80984	6002	6001	ACK	492	513	276	384	x''
81047	6002	6001	DAT	493	0	276	384	x'4252f4014803000000ffff'
81047	6001	6002	DAT	514	493	384	277	x'02297a87aae8039006000000ffff'
81078	6002	6001	DAT	494	514	277	385	x'02297a0751f40ea2084401000000ffff'
81093	6001	6002	DAT	515	494	385	278	x'022a7a075104a200000000ffff'
81125	6002	6001	DAT	495	515	278	386	x'4252f4114803000000ffff'
81140	6001	6002	ACK	516	495	386	279	x''
81234	6002	6001	DAT	496	0	279	386	x'42e27e02d200000000ffff'
81265	6001	6002	DAT	517	496	386	280	x'02897e842a7e8fea910fa87a3f016900000000ffff'
81281	6002	6001	ACK	497	517	280	387	x''
81343	6002	6001	DAT	498	0	280	387	x'02e98159f001a2f70344ef7b08f50155cf67200d000000ffff'
81359	6001	6002	DAT	518	498	387	281	x'02097f4415fe0c31f203c4c8f79090e283f0408200000000ffff'
81390	6002	6001	DAT	499	518	281	388	x'02a9fd0851fb11a2084401000000ffff'
81406	6001	6002	ACK	519	499	388	282	x''
81437	6002	6001	DAT	500	0	282	388	x'4252f4054803000000ffff'
81468	6001	6002	DAT	520	500	388	283	x'02ca7d84f060d67c4235e00b9006000000ffff'
81484	6002	6001	DAT	501	520	283	389	x'0229fa0451f409a2084401000000ffff'
81515	6001	6002	ACK	521	501	389	284	x''
81547	6002	6001	DAT	502	0	284	389	x'4252f4154803000000ffff'
81562	6001	6002	DAT	522	502	389	285	x'022afa045104b3e533aaa2af401a000000ffff'
81593	6002	6001	DAT	503	522	285	390	x'0229fa0c51f419a2084401000000ffff'
81609	6001	6002	ACK	523	503	390	286	x''
81640	6002	6001	DAT	504	0	286	390	x'4252f40d4803000000ffff'
81672	6001	6002	DAT	524	504	390	287	x'022afa0c51f419aae80baaa26f401a000000ffff'
81687	6002	6001	DAT	505	524	287	391	x'0229fa0251f405a2084401000000ffff'
81718	6001	6002	DAT	525	505	391	288	x'022afa025104a200000000ffff'
81734	6002	6001	ACK	506	525	288	392	x''
81797	6001	6002	DAT	526	0	392	288	x'0229fa8a5004000000ffff'
81812	6002	6001	DAT	507	526	288	393	x'4252f41daae82b44d15788221005000000ffff'
81843	6001	6002	ACK	527	507	393	289	x''
81843	6002	6001	DAT	508	0	289	393	x'4252f4034803000000ffff'
81875	6001	6002	DAT	528	508	393	290	x'0229fa0e51f415a2e82b54f40754f137846200000000ffff'
81890	6002	6001	DAT	509	528	290	394	x'0229fa0651f40da2084401000000ffff'
81922	6001	6002	DAT	529	509	394	291	x'022afa065104a200000000ffff'
81953	6002	6001	ACK	510	529	291	395	x''
82000	6001	6002	DAT	530	0	395	291	x'02497e474802000000ffff'
82015	6002	6001	ACK	511	530	291	396	x''
82047	6002	6001	DAT	512	0	291	396	x'4252f413aae83b44d17788a2efa88a7e016900000000ffff'
82078	6001	6002	ACK	531	512	396	292	x''
82156	6002	6001	DAT	513	0	292	396	x'42e2fe06d200000000ffff'
82172	6001	6002	DAT	532	513	396	293	x'02e9f909a57f41147f8728fe0e55fc0355f16fa8f04f8430000000ffff'
82203	6002	6001	DAT	514	532	293	397	x'02e98159f013a2f72744ef0f0805e201000000ffff'
82234	6001	6002	DAT	533	514	397	294	x'02eaf909d1f30342817800000000ffff'
82250	6002	6001	DAT	515	533	294	398	x'42d2f3074803000000ffff'
82281	6001	6002	DAT	534	515	398	295	x'02a9fd0355fb0ba116000000ffff'
82297	6002	6001	ACK	516	534	295	399	x''
82359	6002	6001	DAT	517	0	295	399	x'02a9fd0551fb0ba20844016bc2eb6dff4febcdb0dfaf763c363dd4ab3c1dcdbebf401a000000ffff'
82390	6001	6002	DAT	535	517	399	296	x'0209ff85e8f905510ca298c519aeb7fd3fad37c37ebfdaf1d8f450aff2f45f50bdbf117a01000000ffff'
82406	6002	6001	DAT	518	535	296	400	x'02e9fd0dd1fb1ba2174401000000ffff'
82437	6001	6002	ACK	536	518	400	297	x''
82468	6002	6001	DAT	519	0	297	400	x'4252f40f4803000000ffff'
82484	6001	6002	DAT	537	519	400	298	x'02eaf90dd1037504e33fa8a23f084500000000ffff'
82515	6002	6001	DAT	520	537	298	401	x'0229fa0351f407a2084401000000ffff'
82547	6001	6002	DAT	538	520	401	299	x'022afa035104a200000000ffff'
82562	6002	6001	DAT	521	538	299	402	x'4252f41f4803000000ffff'
82593	6001	6002	DAT	539	521	402	300	x'0229fa0f55f417a108000000ffff'
82609	6002	6001	ACK	522	539	300	403	x''
82656	6001	6002	DAT	540	0	403	300	x'44da63d09c670386e1b74ddb346a6cdbb6d3c6b66ddbb66ddbb6d3c6b69da6699bd436bfe34ea6f3fd38f6d7eeececccee79ed83e88f637e1ae9bf1a797b42304214de7af9a488082f88884254a28597107e37e11b119358c4260e7189477c129090442426094949467252909254a4260d6949477a3290914c64260b59c946767290935c84aee6091f367c6ef253808214a23045284ac875714a10ba588a10c490c770cab10c652947792a50914a54a60a55a946756a50935ad4a60e75a9477d1ad0904634a6094d6946735ad09256b426c4bf2ded684f073ad289ce74a12bdde84e0f7ad28bde8459e84b3f0c43c400c2200c62304318ca30863382918c62346318cb38c63381894c62325398ca34a6338399cc62367398cb3ce6b380852c62314b58ca3296b38295ac62356b58cb3ad6b3818d6c62335bd8ca36b6b3839dec62377bd8cb3ef67380831ce23047789f0f38ca318e7382939ce2346738cb39ce73818b5ce23257b8ca35ae73839bdce23677b8cb3deef380873ce2314f225edd02f134e2d5f686c10b6b17a62eec5c18b9b06561aac2a88445097312d6228c41687d887348720871e86cc868a8648860685c48574851e850e848c845a841284048462842f8f1bfc6eb44e20ddee42d22f33651884a34a213837788492c621387b8c4233e09484822129384a42423392948'
82656	6001	6002	DAT	541	0	404	300	x'492a529386b4a4233d19c84826329385ac64233b39c8492e729387bce4233f052848210a5384a214a33825284929dee53d4a5386b294a33c15a848252a5385aa54a33a35a8492d6a5387bad4a33e0d6848231ad384a634a3392d68492b5ad386b6b4a33d1de848273ad385ae74a33b3de8492f7ad387bef4a33f0318c820063384a10c63382318c928463386b18c633c1398c824263385a94c633a3398c92c663387b9cc633e0b58c82216b384a52c63392b58c92a56b386b5ac633d1bd8c82636b385ad6c633b3bd8c92e76b387bdec633f0738c8210e7384a31ce3382738c9294e7386b39ce33c17b8c8252e7385ab5ce33a37b8c92d6e7387bbdce33e0f78c8231ef3840f79ca473ce3633ee1539ef382cff89c2ff892aff89a6ff896eff89e1ff8919ff8995ff895dff89d3ff893bff89b7ff89730f8aff13a91c2454cde0c176489ccdb44212ad1884e0cde2126b1884d1ce2128ff824202189484c1292928ce4a42025a9484d1ad2928ef464202399c84c16b2928dece42027b9c84d1ef2928ffc14a02085284c118a528ce294a024a57897f7284d19ca528ef254a02295a84c15aa528dead4a026b5a84d1dea528ffa34a0218d684c139ad28ce6b4a025ad684d1bdad28ef674a0239de84c17bad28deef4a027bde84d1ffad28ffe0c60208318cc1086328ce18c6024a318cd18'
82656	6001	6002	DAT	542	0	405	300	x'c6328ef14c60229398cc14a6328de9cc6026b398cd1ce6328ff92c60218b58cc1296b28ce5ac6025ab58cd1ad6b28ef56c60239bd8cc16b6b28dedec6027bbd8cd1ef6b28ffd1ce0208738cc11dee7038e728ce39ce024a738cd19ce728ef35ce02297b8cc15ae728debdce026b7b8cd1dee728ffb3ce0218f78cc133ee4291ff18c8ff9844f79ce0b3ee373bee04bbee26bbee15bbee37b7ee0477ee2677ee1577ee377fee04ffee26ffee1e505fff0bf9fd789c41bbcc95b44e66da2109568442706ef109358c4260e7189477c129090442426094949467252909254a4260d6949477a3290914c64260b59c946767290935ce4260f79c9477e0a50904214a608452946714a509252bccb7b94a60c652947792a50914a54a60a55a946756a50935ad4a60e75a9477d1ad0904634a6094d6946735ad09256b4a60d6d69477b3ad0914e74a60b5de946777ad0935ef4a60f7de9477f063090410c66084319c670463092518c660c6319c778263091494c660a5399c67466309359cc660e7399c77c16b090452c66094b59c67256b09255ac660d6b59c77a36b0914d6c660b5bd9c67676b0935dec660f7bd9c77e0e7090431ce608eff3014739c6714e7092539ce60c6739c7792e70914b5ce60a57b9c6756e70935bdce60e77b9c77d1ef090473ce6091ff2948f78c6c77c4238167fce8b'
82672	6002	6001	DAT	523	542	300	406	x'0229fa0b51f417a2e82faa221003000000ffff'
82687	6001	6002	DAT	543	523	406	301	x'48af8ed75e9e4b7cf930304d94d2e1ccdd93f9494a873fed111bee3d0b47b11147ba0c7b79b7cc7f77cdfcffece26bff13000000ffff02f5f9414c13767083df1842814600406d7fe80800000000ffff'
82703	6002	6001	DAT	524	543	301	407	x'0229fa0751f40fa2084401000000ffff'
82734	6001	6002	ACK	544	524	407	302	x''
82781	6002	6001	DAT	525	0	302	407	x'4252c4086400000000ffff'
82797	6001	6002	DAT	545	525	407	303	x'024afe834842c71018419d0190a2ff084500000000ffff'
82828	6002	6001	DAT	526	545	303	408	x'0229fa0f51f41fa2084401000000ffff'
82843	6001	6002	DAT	546	526	408	304	x'022afa0f5104a200000000ffff'
82875	6002	6001	DAT	527	546	304	409	x'4252c4046400000000ffff'
82890	6001	6002	DAT	547	527	409	305	x'022962822a024b431401000000ffff'
82922	6002	6001	DAT	528	547	305	410	x'0229020900158128630805000000ffff'
82953	6001	6002	DAT	548	528	410	306	x'022a02d1c6100a000000ffff'
82968	6002	6001	DAT	529	548	306	411	x'4252c40c6400000000ffff'
83000	6001	6002	DAT	549	529	411	307	x'022962862a62442802000000ffff'
83015	6002	6001	DAT	530	549	307	412	x'0229628428628428025100000000ffff'
83047	6001	6002	ACK	550	530	412	308	x''
83078	6002	6001	DAT	531	0	308	412	x'4252c4026400000000ffff'
83109	6001	6002	DAT	551	531	412	309	x'022a628428825ac3c80255c4845004000000ffff'
83125	6002	6001	DAT	532	551	309	413	x'0229628228628228025100000000ffff'
83156	6001	6002	DAT	552	532	413	310	x'022a6282280251d0713a00000000ffff'
83172	6002	6001	DAT	533	552	310	414	x'4252c40a6400000000ffff'
83203	6001	6002	DAT	553	533	414	311	x'02a96585aa6546a805000000ffff'
83234	6002	6001	DAT	534	553	311	415	x'0229628628628628025100000000ffff'
83250	6001	6002	DAT	554	534	415	312	x'02aa6586a8055100000000ffff'
83281	6002	6001	DAT	535	554	312	416	x'4252c4066400000000ffff'
83297	6001	6002	DAT	555	535	416	313	x'022902755c00000000ffff'
83328	6002	6001	ACK	536	555	313	417	x''
83343	6001	6002	DAT	556	0	417	313	x'022962412802000000ffff'
83359	6002	6001	DAT	537	556	313	418	x'0229628128628128624155c40e6400000000ffff'
83390	6001	6002	DAT	557	537	418	314	x'0209b343428205a2184401000000ffff'
83406	6002	6001	ACK	538	557	314	419	x''
83437	6001	6002	DAT	558	0	419	314	x'022962452802000000ffff'
83468	6002	6001	DAT	539	558	314	420	x'0229628528628528624555c4016400000000ffff'
83484	6001	6002	DAT	559	539	420	315	x'0229e28028628528025100000000ffff'
83515	6002	6001	ACK	540	559	315	421	x''
83547	6001	6002	DAT	560	0	421	315	x'022962432802000000ffff'
83562	6002	6001	ACK	541	560	315	422	x''
83640	6001	6002	DAT	561	0	422	315	x'0271d9115c00000000ffff'
83672	6002	6001	ACK	542	561	315	423	x''
83734	6001	6002	DAT	562	0	423	315	x'1a1d3f617060181d3f6964181d3f39c4303a7e323a7e323a7e323a7e323a7e323a7e323a7e323a7e323a7e323a7e323a7e323a7e3230e327a0be1a62fc244959d719347e12a603d90bc210f3790aa807cb90f5b604cff809b8f50eedeb03000000ffff'
83765	6002	6001	DAT	543	562	315	424	x'54caa11100201003419704e8bf5f60ee4ddc8afd492491d4694d32c92477da93420a299dcec3050000ffff'
83797	6001	6002	DAT	563	543	424	316	x'028d0f801af2209a0b4a831af426ec6055c6ece0263f90628750204100000000ffff'
83812	6002	6001	ACK	544	563	316	425	x''
83859	6001	6002	DAT	564	0	425	316	x'0219c1893002000000ffff'
83875	6002	6001	ACK	545	564	316	426	x''
83953	6001	6002	DAT	565	0	426	316	x'0271b9105c00000000ffff'
83984	6002	6001	DAT	546	565	316	427	x'0229e28428e28428e24455c40355c40551c40551c485aa8817c800000000ffff'
84000	6001	6002	DAT	566	546	427	317	x'0299c003358917621217442f278402f100000000ffff'
84031	6002	6001	ACK	547	566	317	428	x''
84062	6001	6002	DAT	567	0	428	317	x'02e9e146e801000000ffff'
84078	6002	6001	DAT	548	567	317	429	x'0229e28628e28628e24655c4076400000000ffff'
84109	6001	6002	DAT	568	548	429	318	x'02a9e583a8e58628025100000000ffff'
84140	6002	6001	ACK	549	568	318	430	x''
84172	6001	6002	DAT	569	0	430	318	x'0229e2412802000000ffff'
84187	6002	6001	ACK	550	569	318	431	x''
84265	6001	6002	DAT	570	0	431	318	x'027179115c00000000ffff'
84297	6002	6001	DAT	551	570	318	432	x'0229e28128e28128e24155c40f55c40b51c40b51c48baa4800c800000000ffff'
84312	6001	6002	DAT	571	551	432	319	x'02e9e187da2300d1cb0bd1cb03a1403c00000000ffff'
84343	6002	6001	ACK	552	571	319	433	x''
84375	6001	6002	DAT	572	0	433	319	x'02e9e143e801000000ffff'
84390	6002	6001	ACK	553	572	319	434	x''
84468	6001	6002	DAT	573	0	434	319	x'0271f9115c00000000ffff'
84500	6002	6001	DAT	554	573	319	435	x'0229e28328e243951584e841131582eae187e8e18728025100000000ffff'
84500	6001	6002	DAT	574	554	435	320	x'1a1de8607060181de86864181de838c4303ad0313ad0313ad0313ad0313ad0313ad0313ad0313ad0313ad0313ad0313ad0313ad03130031da07e1a62a0e3de0ac88ed817d60acea0463b836ecb21500f86c1ec5c0ebe8522a096398806b5ce4dd8c10d76637670dbdd18c203000000ffff'
84531	6002	6001	ACK	555	574	320	436	x''
84578	6001	6002	DAT	575	0	436	320	x'020d08809af0d0010100000000ffff'
84593	6002	6001	ACK	556	575	320	437	x''
84687	6001	6002	DAT	576	0	437	320	x'027105115c00000000ffff'
84703	6002	6001	DAT	557	576	320	438	x'4252240c552400512400512480aa4804aa4810a2086a1d8802000000ffff'
84718	6001	6002	ACK	577	557	438	321	x''
84797	6001	6002	DAT	578	0	438	321	x'026915861a2102314210a257004241cd07b7fea17a00000000ffff'
84797	6002	6001	DAT	558	578	321	439	x'4252240a5524045124045104a200000000ffff'
84828	6001	6002	DAT	579	558	439	322	x'02a91585a8158228025100000000ffff'
84859	6002	6001	ACK	559	579	322	440	x''
84890	6001	6002	DAT	580	0	440	322	x'022912462802000000ffff'
84922	6002	6001	DAT	560	580	322	441	x'02890a43448521a2c2a85ac5800c00000000ffff'
84937	6001	6002	ACK	581	560	441	323	x''
85000	6001	6002	DAT	582	0	441	323	x'0229128328128628825a03ee3f401501000000ffff'
85015	6001	6002	DAT	583	0	442	323	x'1a1d9d607060181d9d6864181d9d38c4303a3a313a3a313a3a313a3a313a3a313a3a313a3a313a3a313a3a313a3a313a3a313a3a3130a313a03e1a627482e5b891336874426b068733a8d1ce5018bd03bc0c43e14a1eaed10900000000ffff'
85015	6002	6001	DAT	561	583	323	443	x'0229128128128128124155240e6400000000ffff'
85047	6001	6002	DAT	584	561	443	324	x'028d00805ae026ece046b9318402000000ffff'
85062	6002	6001	ACK	562	584	324	444	x''
85125	6002	6001	DAT	563	0	324	444	x'42e24a001900000000ffff'
85125	6001	6002	ACK	585	563	444	325	x''
85234	6002	6001	DAT	564	0	325	444	x'42e24a021900000000ffff'
85234	6001	6002	ACK	586	564	444	326	x''
85328	6002	6001	DAT	565	0	326	444	x'42e24a011900000000ffff'
85328	6001	6002	DAT	587	565	444	327	x'028d0080dae748c30412506131546149a8b0384218000000ffff'
85359	6002	6001	DAT	566	587	327	445	x'0299087314cc0671880de2101b4421941884020902000000ffff'
85359	6001	6002	DAT	588	566	445	328	x'0209831af200000000ffff'
85375	6002	6001	ACK	567	588	328	446	x''
85375	6001	6002	DAT	589	0	446	328	x'021a290e3152144289412890e0e898028303c3e8984223c3e898c22186d13185d13185d13185d13185d13185d13185d13185d13185d13185d13185d13185d1318581195300f5cf10630a421cab9c40630a731e083b831aed0c13acf783573c2857e6e21a5300000000ffff'
85406	6002	6001	ACK	568	589	328	447	x''
85437	6001	6002	DAT	590	0	447	328	x'028d07805adfd0f10000000000ffff'
85453	6002	6001	ACK	569	590	328	448	x''
85531	6001	6002	DAT	591	0	448	328	x'027125115c00000000ffff'
85562	6002	6001	DAT	570	591	328	449	x'02a99180a8918088a2d9230d552409512409518466bb0c9001000000ffff'
85578	6001	6002	DAT	592	570	449	329	x'020d0f80dae3201ad426376107cb1ab383f500000000ffff'
85609	6002	6001	ACK	571	592	329	450	x''
85625	6001	6002	DAT	593	0	450	329	x'3286f0407aa4107a00000000ffff'
85640	6002	6001	DAT	572	593	329	451	x'0229928228928228025100000000ffff'
85672	6001	6002	DAT	594	572	451	330	x'02aa918248822800000000ffff'
85672	6002	6001	DAT	573	594	330	452	x'4252240b6400000000ffff'
85703	6001	6002	DAT	595	573	452	331	x'02e904b5e401000000ffff'
85718	6002	6001	ACK	574	595	331	453	x''
85734	6001	6002	DAT	596	0	453	331	x'ecd8b109c0300c0440a50f78004febd1e2c9cc1b434670738d40f0f5235d42fd0fbd1f5328a6308a29cc620a4c81293005a6c014980253600a4c812930853ba690df2c9cd0329e34cb5eeb9cecc70d16000000ffff'
85765	6002	6001	DAT	575	596	331	454	x'022992862892862892465524076400000000ffff'
85781	6001	6002	DAT	597	575	454	332	x'02f5eb412d69606f1fd4b836865000000000ffff'
85812	6002	6001	ACK	576	597	332	455	x''
85843	6001	6002	DAT	598	0	455	332	x'02f5f241ed6c682f1f000000ffff'
85875	6002	6001	DAT	577	598	332	456	x'0229928128928128924155240f6400000000ffff'
85890	6001	6002	DAT	599	577	456	333	x'0229928728928128025100000000ffff'
85922	6002	6001	ACK	578	599	333	457	x''
85937	6001	6002	DAT	600	0	457	333	x'022992452802000000ffff'
85968	6002	6001	ACK	579	600	333	458	x''
86047	6001	6002	DAT	601	0	458	333	x'0271e5105c00000000ffff'
